Year,Date,Time,Type,Sex,Age,Activity,Location,Country,State,Fatal Y/N,Time_Range,Activity_clean,Activity_grouped
2024,October,,Unprovoked,M,27,Surfing,Martin County,USA,Florida,N,Unknown,surfing,Surfing
2024,October,,Unprovoked,M,16,Surfing,Brevard County,USA,Florida,N,Unknown,surfing,Surfing
2024,July,11:15:00,Unprovoked,M,14,Diving into Water,Ponce de Leon Inlet Volusia County,USA,Florida,N,Morning,diving into water,Diving
2024,July,16:15:00,Unprovoked,M,26,Wading,Volusia County,USA,Florida,N,Afternoon,wading,Wading/Standing
2024,July,,Unprovoked,Y,45,Swimming,Cameron County,USA,Texas,N,Unknown,swimming,Swimming
2024,July,11:00:00,Unprovoked,M,21,Playing football in the water,Volusia County,USA,Florida,N,Morning,playing football in the water,Other
2024,July,11:00:00,Unprovoked,M,,Swimming,Volusia County,USA,Florida,N,Morning,swimming,Swimming
2024,June,,Unprovoked,M,49,Surfing,Goat Island (Moku'auia) La'ie Bay,USA,Hawaii,Y,Unknown,surfing,Surfing
2024,June,14:00:00,Unprovoked,Y,25,Unconfirmed Possibly swimming near the boat harbour,Oahu County,USA,Hawaii,N,Afternoon,unconfirmed possibly swimming near the boat harbour,Swimming
2024,June,15:00:00,Unprovoked,Y,15,Wading,Rosemary Beach Walton County,USA,Florida,N,Afternoon,wading,Wading/Standing
2024,June,13:15:00,Unprovoked,Y,45,Swimming,Water Sound  Beach Walton County,USA,Florida,N,Afternoon,swimming,Swimming
2024,June,09:00:00,Unprovoked,M,46,Swimming ocean training ,Del Mar Beach San Diego,USA,California,N,Morning,swimming ocean training,Swimming
2024,May,14:00:00,Unprovoked,Y,19,Wading,Jamaica Beach,USA,Galveston,N,Afternoon,wading,Wading/Standing
2024,May,13:30:00,Unprovoked,M,65,Spearfishing,Y-73' Ledge reef Chareston Coast,USA,South Carolina,N,Afternoon,spearfishing,Fishing
2023,June,,Unprovoked,Y,2,Swimming,Brevard County,USA,Florida,N,Unknown,swimming,Swimming
2023,June,10:10:00,Unprovoked,M,,Fishing,Dade County,USA,Florida,N,Morning,fishing,Fishing
2023,June,,Unprovoked,M,,Filming,Laysan,USA,Hawaii,N,Unknown,filming,Photography
2023,May,,Provoked,Y,26,Shark Feeding,Sea Quest Aquarium Layton Davis County,USA,Utah,N,Unknown,shark feeding,Animal Interaction
2023,May,15:00:00,Unprovoked,Y,15,Surfing,Cape May County,USA,New Jersey,N,Afternoon,surfing,Surfing
2023,May,20:00:00,Provoked,M,35,Fishing,Monroe County,USA,Florida,N,Evening,fishing,Fishing
2023,May,15:00:00,Unprovoked,M,20,Spearfishing,Monroe County,USA,Florida,N,Afternoon,spearfishing,Fishing
2023,May,17:00:00,Unprovoked,Y,24,Swimming,Charleston County,USA,South Carolina,N,Evening,swimming,Swimming
2023,May,,Unprovoked,Y,13,Sitting,Lucie County,USA,Florida,N,Unknown,sitting,Other
2023,May,,Provoked,M,,Kayak fishing,Oahu County,USA,Hawaii,N,Unknown,kayak fishing,Fishing
2023,May,11:30:00,Unprovoked,M,22,Spearfishing,Monroe County,USA,Florida,N,Morning,spearfishing,Fishing
2023,April,,Unprovoked,M,,Spearfishing,Manatee County,USA,Florida,N,Unknown,spearfishing,Fishing
2023,April,15:00:00,Unprovoked,Y,50,Windsurfing,Monroe County,USA,Florida,N,Afternoon,windsurfing,Surfing
2023,April,07:00:00,Unknown,M,,Kayak fishing,Palm Beach County,USA,Florida,N,Morning,kayak fishing,Fishing
2023,April,07:00:00,Unprovoked,M,58,Surfing,Oahu County,USA,Hawaii,N,Morning,surfing,Surfing
2023,March,14:00:00,Unprovoked,M,67,Kite-Surfing,Monroe County,USA,Florida,N,Afternoon,kite-surfing,Surfing
2023,March,12:30:00,Unprovoked,M,60,Swimming,Anaehoomalu Bay,USA,Hawaii,N,Afternoon,swimming,Swimming
2023,February,17:30:00,Unprovoked,M,60,Surfing,Martin County,USA,Florida,N,Evening,surfing,Surfing
2023,January,14:00:00,Unprovoked,M,34,Swimming,Monroe County,USA,Florida,N,Afternoon,swimming,Swimming
2023,January,14:50:00,Provoked,M,30,Spearishing,70 miles off Pensacola,USA,Florida,N,Afternoon,spearishing,Fishing
2022,December,08:00:00,Unprovoked,M,68,Swimming,Anaeho'imalu Bay,USA,Hawaii,N,Morning,swimming,Swimming
2022,December,12:00:00,Unprovoked,M,43,Diving,Pago Pago Harbor,USA,Samoa,N,Afternoon,diving,Diving
2022,December,12:00:00,Unprovoked,Y,60,Snorkeling,Maui County,USA,Hawaii,Y,Afternoon,snorkeling,Diving
2022,December,,Unprovoked,M,,Surfing,nan,USA,Texas,N,Unknown,surfing,Surfing
2022,November,,Unprovoked,Y,10,Swimming,Hobe Sound,USA,Florida,N,Unknown,swimming,Swimming
2022,November,10:00:00,Unprovoked,Y,50,Swimming,San Diego County,USA,California,N,Morning,swimming,Swimming
2022,November,15:30:00,Provoked,M,29,Fishing,Gulf County,USA,Florida,N,Afternoon,fishing,Fishing
2022,October,17:17:00,Unprovoked,M,,Surfing,"Otter Point, Pacific Grove",USA,California,N,Evening,surfing,Surfing
2022,October,,Unknown,M,40,Fishing,25 mikes from Empire,USA,Louisiana,N,Unknown,fishing,Fishing
2022,October,,Provoked,M,,Fishing,Horn Island,USA,Mississippi,N,Unknown,fishing,Fishing
2022,October,,Provoked,M,15,Fishing,Monroe County,USA,Florida,N,Unknown,fishing,Fishing
2022,October,,Unprovoked,M,40,Shipwreck,25 miles off Empire,USA,Louisiana,N,Unknown,shipwreck,Other
2022,October,15:30:00,Unprovoked,M,31,Surfing,Centerville Beach,USA,California,N,Afternoon,surfing,Surfing
2022,September,,Unprovoked,M,26,Spearfishing,Monroe County,USA,Florida,N,Unknown,spearfishing,Fishing
2022,September,16:10:00,Unprovoked,Y,51,Swimming  or Snorkeling,Maui County,USA,Hawaii,N,Afternoon,swimming  or snorkeling,Swimming
2022,August,11:17:00,Unprovoked,Y,,Swimming,Horry County,USA,South Carolina,N,Morning,swimming,Swimming
2022,August,12:00:00,Unprovoked,Y,,Standing,Horry County,USA,South Carolina,N,Afternoon,standing,Wading/Standing
2022,August,16:00:00,Unprovoked,M,10,Snorkeling,Monroe County,USA,Florida,N,Afternoon,snorkeling,Diving
2022,August,11:30:00,Unprovoked,M,,Paddleboarding,Monterey County,USA,California,N,Morning,paddleboarding,Paddleboarding
2022,July,,Unprovoked,M,13,Lobstering,Monroe County,USA,Florida,N,Unknown,lobstering,Fishing
2022,July,15:00:00,Unprovoked,M,33,Wading,Volusia County,USA,Florida,N,Afternoon,wading,Wading/Standing
2022,July,17:45:00,Unprovoked,M,16,Surfing,"Kismet Beach, Long Island",USA,New York,N,Evening,surfing,Surfing
2022,July,,Unknown,Y,,,Brevard County,USA,Florida,N,Unknown,,Unknown
2022,July,,Unprovoked,Y,,Surfing,Pender County,USA,Noirth Carolina,N,Unknown,surfing,Surfing
2022,July,17:30:00,Provoked,M,,Fishing,Monroe County,USA,Florida,N,Evening,fishing,Fishing
2022,July,13:12:00,Unprovoked,Y,40,,Volusia County,USA,Florida,N,Afternoon,,Unknown
2022,July,18:00:00,Unprovoked,M,49,,Suffolk County,USA,New York,N,Evening,,Unknown
2022,July,07:30:00,Unprovoked,M,41,Surfing,Suffolk County,USA,New York,N,Morning,surfing,Surfing
2022,July,,Unprovoked,M,30,Surfing,Volusia County,USA,Florida,N,Unknown,surfing,Surfing
2022,July,,Unprovoked,M,17,Lifeguard Training Exercise,"Ocean Beach, Long Island",USA,New York,N,Unknown,lifeguard training exercise,Other
2022,July,11:43:00,Unprovoked,M,28,Surfing,Volusia County,USA,Florida,N,Morning,surfing,Surfing
2022,July,10:15:00,Unprovoked,M,,Lifeguard Exercises,Suffolk County,USA,New York,N,Morning,lifeguard exercises,Other
2022,June,13:00:00,Unprovoked,M,,Swimming,Nassau County,USA,New York,N,Afternoon,swimming,Swimming
2022,June,15:00:00,Unprovoked,Y,17,Scalloping,"Keaton Beach,",USA,Florida,N,Afternoon,scalloping,Other
2022,June,20:00:00,Unprovoked,Y,35,Swimming,Monroe County,USA,Florida,N,Evening,swimming,Swimming
2022,June,,Unprovoked,M,,Jumped into water,Monroe County,USA,Florida,N,Unknown,jumped into water,Other
2022,June,,Unprovoked,Y,,,Pinellas County,USA,Florida,N,Unknown,,Unknown
2022,June,10:40:00,Unprovoked,M,62,Swimming,Monterey County,USA,California,N,Morning,swimming,Swimming
2022,June,,Unprovoked,M,15,,Horry County,USA,South Carolina,N,Unknown,,Unknown
2022,May,19:12:00,Provoked,M,,Fishing,Glynn County,USA,Georgia,N,Evening,fishing,Fishing
2022,April,16:00:00,Unprovoked,M,56,,Monroe County,USA,Florida,N,Afternoon,,Unknown
2022,April,,Unprovoked,M,17,Swimming,Baldwin County,USA,Alabama,N,Unknown,swimming,Swimming
2022,April,16:00:00,Unprovoked,M,15,Standing,Palm Beach County,USA,Florida,N,Afternoon,standing,Wading/Standing
2022,April,,Provoked,Y,12,Feeding sharks & stingrays,Tutle Back Zoo,USA,New Jersey,N,Unknown,feeding sharks & stingrays,Animal Interaction
2022,April,10:00:00,Unprovoked,M,,Kayaking,Canaveral National Seashore,USA,Florida,N,Morning,kayaking,Paddleboarding
2022,March,,Provoked,M,50,Fishing,Palm Beach County,USA,Florida,N,Unknown,fishing,Fishing
2022,March,15:00:00,Unprovoked,M,20,Surfing,Volusia County,USA,Florida,N,Afternoon,surfing,Surfing
2022,March,15:30:00,Provoked,M,21,Fishing,Volusia County,USA,Florida,N,Afternoon,fishing,Fishing
2022,February,11:24:00,Unprovoked,M,42,Boogie boarding,Santa Barbara County,USA,California,Y,Morning,boogie boarding,Other
2022,February,17:30:00,Unprovoked,M,18,Surfing,Brevard County,USA,Florida,N,Evening,surfing,Surfing
2022,January,14:45:00,Unprovoked,Y,42,Wing Foil Surfing,Manatee County,USA,Florida,N,Afternoon,wing foil surfing,Surfing
2021,December,10:40:00,Unprovoked,M,31,Boogie Boarding,Morro Strand San Luis Obispo,USA,Los Angeles,Y,Morning,boogie boarding,Other
2021,December,,Unprovoked,Y,42,Wing Foil Surfing,Manatee County,USA,Florida,N,Unknown,wing foil surfing,Surfing
2021,December,,Unprovoked,M,,Surfing,"Banyans, Kailua-Kona",USA,Hawaii,N,Unknown,surfing,Surfing
2021,November,10:30:00,Unprovoked,Y,27,Spearfishing,Maui County,USA,Hawaii,N,Morning,spearfishing,Fishing
2021,October,,Unprovoked,M,25,Surfing,Lucie County,USA,Florida,N,Unknown,surfing,Surfing
2021,October,12:00:00,Unprovoked,M,,Swimming,Martin County,USA,Florida,N,Afternoon,swimming,Swimming
2021,October,09:00:00,Unprovoked,M,38,Surfing,Sonoma County,USA,California,N,Morning,surfing,Surfing
2021,September,13:20:00,Unprovoked,M,6,Surfing,Volusia County,USA,Florida,N,Afternoon,surfing,Surfing
2021,September,14:00:00,Unprovoked,M,64,"Fishing, fell in water",off Grand Isle,USA,Louisiana,N,Afternoon,"fishing, fell in water",Fishing
2021,August,11:45:00,Unprovoked,M,,Boogie boarding,Galveston County,USA,Texas,N,Morning,boogie boarding,Other
2021,August,06:40:00,Unprovoked,M,41,Surfing,Lucie County,USA,Florida,N,Morning,surfing,Surfing
2021,August,10:00:00,Unprovoked,M,35,Surfing,Volusia County,USA,Florida,N,Morning,surfing,Surfing
2021,August,07:51:00,Unprovoked,M,15,Snorkeling,Monroe County,USA,Florida,N,Morning,snorkeling,Diving
2021,August,11:46:00,Unprovoked,M,,,Beaufort County,USA,South Carolina,N,Morning,,Unknown
2021,August,15:00:00,Unprovoked,Y,12,Swimming,Worcester County,USA,Maryland,N,Afternoon,swimming,Swimming
2021,July,11:00:00,Provoked,M,47,Fishing,Volusia County,USA,Florida,N,Morning,fishing,Fishing
2021,July,13:30:00,Unprovoked,M,15,Standing,Wrightsville Beach,USA,North Carolina,N,Afternoon,standing,Wading/Standing
2021,July,,Unprovoked,M,58,Surfing,Chatham County,USA,Georgia,N,Unknown,surfing,Surfing
2021,July,11:00:00,Unprovoked,M,,Swimming,Nassau County,USA,New York,N,Morning,swimming,Swimming
2021,July,,Unprovoked,Y,,Surfing,Santa Cruz County,USA,California,N,Unknown,surfing,Surfing
2021,July,12:23:00,Unknown,Y,35,,Brevard County,USA,Florida,N,Afternoon,,Unknown
2021,July,16:30:00,Unprovoked,M,11,Boogie boarding,Volusia County,USA,Florida,N,Afternoon,boogie boarding,Other
2021,July,16:39:00,Unprovoked,Y,9,Playing,Martin County,USA,Florida,N,Afternoon,playing,Other
2021,July,,Unprovoked,M,36,Spearfishing,Duval County,USA,Florida,Y,Unknown,spearfishing,Fishing
2021,July,16:00:00,Unprovoked,M,8,Standing,Volusia County,USA,Florida,N,Afternoon,standing,Wading/Standing
2021,July,,Provoked,Y,19,Spearfishing,nan,USA,Bahamas,N,Unknown,spearfishing,Fishing
2021,June,07:15:00,Unprovoked,M,15,Canoeing,Orange County,USA,California,N,Morning,canoeing,Paddleboarding
2021,June,,Unprovoked,Y,,Surfing,Brevard County,USA,Florida,N,Unknown,surfing,Surfing
2021,June,11:30:00,Unprovoked,Y,7,Swimming,Brunswick County,USA,North Carolina,N,Morning,swimming,Swimming
2021,June,09:15:00,Unprovoked,M,38,Swimming,San Mateo County,USA,California,N,Morning,swimming,Swimming
2021,June,15:57:00,Unprovoked,M,12,Standing,Volusia County,USA,Florida,N,Afternoon,standing,Wading/Standing
2021,June,14:30:00,Unprovoked,M,14,Swimming,Walton County,USA,Florida,N,Afternoon,swimming,Swimming
2021,June,,Unprovoked,M,12,Standing,Volusia County,USA,Florida,N,Unknown,standing,Wading/Standing
2021,June,,Unprovoked,M,71,Standing,Volusia County,USA,Florida,N,Unknown,standing,Wading/Standing
2021,May,,Unprovoked,M,26,Swimming,Beaufort County,USA,South Carolina,N,Unknown,swimming,Swimming
2021,May,16:45:00,Unprovoked,M,35,Kite Foiling,Maui County,USA,Hawaii,N,Afternoon,kite foiling,Surfing
2021,May,11:30:00,Unprovoked,Y,21,Wading,Volusia County,USA,Florida,N,Morning,wading,Wading/Standing
2021,May,16:00:00,Unprovoked,M,14,Surfing,Oahu County,USA,Hawaii,N,Afternoon,surfing,Surfing
2021,April,09:00:00,Unprovoked,Y,64,Surfing,Volusia County,USA,Florida,N,Morning,surfing,Surfing
2021,April,,Unprovoked,M,54,Boggie boarding,Indian River County,USA,Florida,N,Unknown,boggie boarding,Other
2021,April,08:56:00,Unprovoked,Y,57,Swimming,Kukio Bay,USA,Hawaii,N,Morning,swimming,Swimming
2021,April,,Provoked,Y,,Tagging sharks,Outer Banks,USA,North Carolina,N,Unknown,tagging sharks,Other
2021,April,,Unprovoked,M,36,Swimming,Dade County,USA,Florida,N,Unknown,swimming,Swimming
2021,March,13:00:00,Unprovoked,M,,,Indian River County,USA,Florida,N,Afternoon,,Unknown
2021,March,11:45:00,Unprovoked,Y,16,,Indian River County,USA,Florida,N,Morning,,Unknown
2021,March,,Unprovoked,M,7,Swimming,Broward County,USA,Florida,N,Unknown,swimming,Swimming
2021,March,14:00:00,Unprovoked,M,9,Body surfing,Dade County,USA,Florida,N,Afternoon,body surfing,Surfing
2021,March,,Unprovoked,M,20,Wading,Palm Beach County,USA,Florida,N,Unknown,wading,Wading/Standing
2021,February,16:30:00,Unprovoked,M,,Surfing,"Waiokapua Bay, Kaui",USA,Hawaii,N,Afternoon,surfing,Surfing
2021,February,14:00:00,Unknown,M,45,Kayaking,Ukumehama,USA,Maui,N,Afternoon,kayaking,Paddleboarding
2021,January,,Unknown,Y,,Fishing,Off Tampa Bay,USA,Florida,N,Unknown,fishing,Fishing
2021,January,07:45:00,Unprovoked,M,73,Snorkeling,Maui County,USA,Hawaii,N,Morning,snorkeling,Diving
2021,January,10:30:00,Unprovoked,M,19,Surfing,Brevard County,USA,Florida,N,Morning,surfing,Surfing
2021,January,10:30:00,Unprovoked,M,17,Surfing,Brevard County,USA,Florida,N,Morning,surfing,Surfing
2021,January,08:00:00,Unprovoked,Y,68,Swimming,Hawaii County,USA,Hawaii,N,Morning,swimming,Swimming
2020,December,,Unprovoked,M,,Swimming,San Diego County,USA,California,N,Unknown,swimming,Swimming
2020,December,07:45:00,Unprovoked,M,56,Surfing,Honolua Bay,USA,Hawaii,Y,Morning,surfing,Surfing
2020,December,15:20:00,Unprovoked,M,20,Surfing,Clatsop County,USA,Oregon,N,Afternoon,surfing,Surfing
2020,November,14:00:00,Unprovoked,Y,35,Snorkeling,Maui County,USA,Hawaii,N,Afternoon,snorkeling,Diving
2020,October,16:00:00,Unprovoked,M,17,Swimming,Ormond Beach,USA,Florida,N,Afternoon,swimming,Swimming
2020,October,13:00:00,Unprovoked,M,,Surfing,St George Island,USA,"Franklin County, Florida",N,Afternoon,surfing,Surfing
2020,October,,Unknown,M,,Surfing,Carteret County,USA,North Carolina,N,Unknown,surfing,Surfing
2020,October,,Unprovoked,M,31,Body Surfing,Dade County,USA,Florida,N,Unknown,body surfing,Surfing
2020,September,,Provoked,M,,,Near Key Largo,USA,Florida,N,Unknown,,Unknown
2020,September,11:00:00,Unknown,Y,61,Swimming,Maui County,USA,Hawaii,N,Morning,swimming,Swimming
2020,September,10:30:00,Unprovoked,M,30,Snorkeling,Monroe County,USA,Florida,N,Morning,snorkeling,Diving
2020,September,15:20:00,Unknown,M,48,Swimming,Volusia County,USA,Florida,N,Afternoon,swimming,Swimming
2020,September,10:45:00,Unprovoked,M,15,Surfing,Volusia County,USA,Florida,N,Morning,surfing,Surfing
2020,September,08:15:00,Unprovoked,M,25,Surfing,Brevard County,USA,Florida,N,Morning,surfing,Surfing
2020,September,,Unknown,M,54,Surf fishing,Canaveral National Seashore,USA,Florida,N,Unknown,surf fishing,Surfing
2020,September,16:30:00,Unprovoked,Y,70,Snorkeling,Puako,USA,Hawaii,N,Afternoon,snorkeling,Diving
2020,September,,Unprovoked,M,,,Martin County,USA,Florida,N,Unknown,,Unknown
2020,August,11:30:00,Unprovoked,M,12,Surfing,Charleston County,USA,South Carolina,N,Morning,surfing,Surfing
2020,August,,Unprovoked,M,,Kayak fishing,Humboldt County,USA,California,N,Unknown,kayak fishing,Fishing
2020,August,15:00:00,Unprovoked,M,23,Standing,Volusia County,USA,Florida,N,Afternoon,standing,Wading/Standing
2020,August,,Unprovoked,M,14,Surfing,Johns County,USA,Florida,N,Unknown,surfing,Surfing
2020,August,11:00:00,Unprovoked,Y,50,Boogie boarding,Volusia County,USA,Florida,N,Morning,boogie boarding,Other
2020,August,14:15:00,Unknown,Y,,Wading,Horry County,USA,South Carolina,N,Afternoon,wading,Wading/Standing
2020,August,16:00:00,Provoked,M,55,Fishing,Charlotte County,USA,Florida,N,Afternoon,fishing,Fishing
2020,August,14:00:00,Unprovoked,Y,,Snorkeling,"Candle Reef, St. Croix",USA,Virgin Islands,N,Afternoon,snorkeling,Diving
2020,August,,Unprovoked,M,54,Surfing,Pender County,USA,North Carolina,N,Unknown,surfing,Surfing
2020,July,17:00:00,Unprovoked,Y,22,Surfing,Volusia County,USA,Florida,N,Evening,surfing,Surfing
2020,July,13:00:00,Unprovoked,M,14,Swimming,Baldwin County,USA,Alabama,N,Afternoon,swimming,Swimming
2020,July,,Unprovoked,M,38,Diving,Florida Keys,USA,Florida,N,Unknown,diving,Diving
2020,July,15:59:00,Unprovoked,Y,63,Swimming,Cumberland County,USA,Maine,Y,Afternoon,swimming,Swimming
2020,July,12:00:00,Unprovoked,M,23,Spearfishing,Spanish Cay,USA,Bahamas,N,Afternoon,spearfishing,Fishing
2020,July,,Unprovoked,M,11,Standing,Volusia County,USA,Florida,N,Unknown,standing,Wading/Standing
2020,July,17:30:00,Unprovoked,M,,Treading water,Craven County,USA,North Carolina,N,Evening,treading water,Swimming
2020,July,,Unprovoked,Y,12,Wading,Brevard County,USA,Florida,N,Unknown,wading,Wading/Standing
2020,July,,Unprovoked,Y,14,Wading,Brevard County,USA,Florida,N,Unknown,wading,Wading/Standing
2020,July,08:00:00,Unprovoked,Y,15,Surfing,Brevard County,USA,Florida,N,Morning,surfing,Surfing
2020,June,,Unprovoked,M,7,Playing,Dade County,USA,Florida,N,Unknown,playing,Other
2020,June,16:00:00,Unprovoked,M,16,Body Surfing,Dare County,USA,North Carolina,N,Afternoon,body surfing,Surfing
2020,June,13:00:00,Unknown,M,12,Skimboarding,Sussex County,USA,Delaware,N,Afternoon,skimboarding,Other
2020,June,08:30:00,Unprovoked,M,,Surfing,Kauai County,USA,Hawaii,N,Morning,surfing,Surfing
2020,May,13:30:00,Unprovoked,M,26,Surfing,Santa Cruz County,USA,California,Y,Afternoon,surfing,Surfing
2020,May,14:30:00,Unprovoked,Y,57,Swimming,Santa Barbara County,USA,California,N,Afternoon,swimming,Swimming
2020,April,17:45:00,Unknown,M,16,Body Boarding,San Diego County,USA,California,N,Evening,body boarding,Other
2020,April,10:00:00,Unprovoked,Y,,Surfing,Brevard County,USA,Florida,N,Morning,surfing,Surfing
2020,March,,Unprovoked,M,15,Stand-Up Paddleboarding,Santa Cruz County,USA,California,N,Unknown,stand-up paddleboarding,Paddleboarding
2020,March,12:20:00,Unprovoked,M,,Surfing,Volusia County,USA,Florida,N,Afternoon,surfing,Surfing
2020,March,10:50:00,Unprovoked,M,,Surfing,Volusia County,USA,Florida,N,Morning,surfing,Surfing
2020,February,09:40:00,Unprovoked,M,,Stand-Up Paddle boarding,Wailea,USA,Maui,N,Morning,stand-up paddle boarding,Paddleboarding
2020,January,14:33:00,Unprovoked,M,26,Surfing,Dare County,USA,North Carolina,N,Afternoon,surfing,Surfing
2019,December,16:15:00,Unprovoked,M,37,Surfing,Ventura County,USA,California,N,Afternoon,surfing,Surfing
2019,December,10:00:00,Unprovoked,M,57,Stand-Up Paddleboarding,Maui County,USA,Hawaii,N,Morning,stand-up paddleboarding,Paddleboarding
